,time,AUDUSD,EURUSD,GBPUSD,NZDUSD,USDCAD,USDCHF
0,2000-01-03,0.6573,1.0246,1.6360999999999999,0.5246,1.4474,1.5671
1,2000-01-04,0.6549,1.0292,1.6373,0.5192,1.4527999999999999,1.5572
2,2000-01-05,0.6575,1.0326,1.6419000000000001,0.5194,1.4495,1.5546
3,2000-01-06,0.6533,1.033,1.647,0.5145,1.4603,1.553
4,2000-01-07,0.6551,1.0298,1.6394,0.5175,1.4561,1.5646
5,2000-01-10,0.656,1.0251,1.6369,0.5156,1.4554,1.5699999999999998
6,2000-01-11,0.658,1.0336,1.6467,0.518,1.4564,1.5584
7,2000-01-12,0.6587,1.0308,1.6469,0.5195,1.4544000000000001,1.5632000000000001
8,2000-01-13,0.6671,1.026,1.6459000000000001,0.5232,1.4506999999999999,1.5716999999999999
9,2000-01-14,0.6657,1.0122,1.6353,0.5216,1.4491,1.5946
10,2000-01-17,0.664,1.0119,1.6334,0.5191,1.4501,1.5958
11,2000-01-18,0.6657,1.0152,1.6383999999999999,0.5171,1.4506999999999999,1.5885
12,2000-01-19,0.6638,1.0125,1.6442,0.5148,1.4522,1.5934
13,2000-01-20,0.6657,1.0167,1.6547,0.5152,1.4466999999999999,1.5846
14,2000-01-21,0.6625,1.0087,1.6488,0.5114,1.4411,1.5972
15,2000-01-24,0.6537,1.0071,1.6537,0.5068,1.4435,1.6
16,2000-01-25,0.6553,1.0012,1.6449,0.5083,1.4365999999999999,1.6113
17,2000-01-26,0.6518,1.0003,1.6398000000000001,0.5081,1.4385,1.6109
18,2000-01-27,0.6532,0.9882,1.6391,0.5032,1.4348,1.6327
19,2000-01-28,0.6345,0.9749,1.6195,0.4912,1.4451,1.6481
20,2000-01-31,0.6372,0.9711,1.6156000000000001,0.4968,1.4468,1.6564
21,2000-02-01,0.6378,0.9713,1.6146,0.4946,1.4485000000000001,1.6572
22,2000-02-02,0.6387,0.9765,1.6085,0.4964,1.4383,1.6502
23,2000-02-03,0.633,0.9898,1.5974,0.494,1.4402,1.6248
24,2000-02-04,0.637,0.984,1.5916000000000001,0.4964,1.4395,1.6336
25,2000-02-07,0.6327,0.9809,1.5983,0.494,1.4485999999999999,1.6372
26,2000-02-08,0.632,0.9859,1.6105,0.4915,1.4442,1.6322999999999999
27,2000-02-09,0.6358,0.9934,1.6165,0.4942,1.4441,1.6189
28,2000-02-10,0.6271,0.9852,1.6085,0.4905,1.4485000000000001,1.6305
29,2000-02-11,0.6315,0.9884,1.5944,0.491,1.4503,1.6254
30,2000-02-14,0.6265,0.9785,1.5875,0.4861,1.4566,1.6432
31,2000-02-15,0.6308,0.9813,1.5962,0.4876,1.4559,1.6360999999999999
32,2000-02-16,0.6324,0.9863,1.6072,0.4931,1.4532,1.626
33,2000-02-17,0.6319,0.988,1.6082,0.4943,1.451,1.6237
34,2000-02-18,0.6293,0.9845,1.6021,0.4909,1.449,1.6268
35,2000-02-21,0.6256,0.9878,1.5998999999999999,0.4878,1.4549,1.623
36,2000-02-22,0.6213,1.0039,1.6132,0.4881,1.4626000000000001,1.6019999999999999
37,2000-02-23,0.6221,1.0036,1.6038999999999999,0.4901,1.4603,1.6057000000000001
38,2000-02-24,0.6152,0.9911,1.5989,0.4864,1.4546999999999999,1.6238000000000001
39,2000-02-25,0.6152,0.9746,1.5949,0.4877,1.4495,1.6509
40,2000-02-28,0.615,0.9708,1.5960999999999999,0.4861,1.452,1.6552
41,2000-02-29,0.6177,0.9635,1.58,0.4894,1.4504000000000001,1.6667
42,2000-03-01,0.6024,0.9727,1.5849,0.4877,1.4495,1.6524
43,2000-03-02,0.6052,0.9633,1.5756999999999999,0.4872,1.4579,1.6678
44,2000-03-03,0.6084,0.9607,1.5775000000000001,0.4892,1.4504000000000001,1.6761
45,2000-03-06,0.6023,0.9579,1.5746,0.4831,1.4523,1.6787999999999998
46,2000-03-07,0.6047,0.9585,1.5804,0.485,1.4551,1.6762000000000001
47,2000-03-08,0.6095,0.9615,1.5834000000000001,0.4887,1.456,1.6705
48,2000-03-09,0.6143,0.9673,1.5825,0.4936,1.4569,1.6627999999999998
49,2000-03-10,0.6146,0.9639,1.5768,0.4937,1.4573,1.6703999999999999
50,2000-03-13,0.6153,0.9645,1.5788,0.4926,1.4616,1.6705999999999999
51,2000-03-14,0.6156,0.9685,1.5763,0.4889,1.4645000000000001,1.6643
52,2000-03-15,0.6124,0.9653,1.5729,0.4888,1.4668999999999999,1.6703000000000001
53,2000-03-16,0.6117,0.9704,1.5764,0.4888,1.4726,1.6611
54,2000-03-17,0.607,0.9729,1.5763,0.4847,1.4696,1.6575
55,2000-03-20,0.6077,0.9727,1.5687,0.4873,1.4689,1.6562000000000001
56,2000-03-21,0.6099,0.9609,1.5704,0.4892,1.4697,1.6772
57,2000-03-22,0.6042,0.9605,1.5777999999999999,0.4867,1.4705,1.675
58,2000-03-23,0.6065,0.9715,1.5868,0.4878,1.4676,1.6461000000000001
59,2000-03-24,0.6081,0.9785,1.5956000000000001,0.4895,1.4622,1.6239
60,2000-03-27,0.6127,0.9673,1.5882,0.5008,1.4578,1.6423
61,2000-03-28,0.6142,0.9604,1.5895000000000001,0.5041,1.4536,1.6561
62,2000-03-29,0.6107,0.9514,1.5937000000000001,0.4992,1.4558,1.6757
63,2000-03-30,0.6134,0.9612,1.5952,0.5014,1.4543,1.6566
64,2000-03-31,0.607,0.9552,1.5911,0.4964,1.4494,1.6654
65,2000-04-03,0.6093,0.9538,1.5965,0.5013,1.4503,1.6574
66,2000-04-04,0.6042,0.9618,1.5926,0.5003,1.4523,1.6389
67,2000-04-05,0.6047,0.9607,1.5846,0.5028,1.4509,1.6397
68,2000-04-06,0.6013,0.9582,1.5802,0.501,1.4532,1.6391
69,2000-04-07,0.597,0.9545,1.5794000000000001,0.4982,1.4575,1.6436
70,2000-04-10,0.5967,0.9624,1.5848,0.4964,1.462,1.6339000000000001
71,2000-04-11,0.5951,0.9587,1.5862,0.4983,1.4628999999999999,1.6423
72,2000-04-12,0.598,0.959,1.5888,0.4974,1.4627,1.6419000000000001
73,2000-04-13,0.5981,0.953,1.5866,0.498,1.4712,1.6505
74,2000-04-14,0.5974,0.9628,1.588,0.4979,1.4766,1.6314
75,2000-04-17,0.5902,0.9522,1.5806,0.4939,1.4838,1.6487
76,2000-04-18,0.5936,0.945,1.5769,0.4952,1.4815,1.667
77,2000-04-19,0.5956,0.9404,1.5823,0.4979,1.476,1.6684999999999999
78,2000-04-20,0.5927,0.938,1.5798,0.4937,1.4741,1.6760000000000002
79,2000-04-21,0.5926,0.9383,1.5776,0.495,1.4751,1.6753
80,2000-04-24,0.5947,0.9387,1.5804,0.4948,1.4769,1.6747
81,2000-04-25,0.5933,0.9208,1.5819999999999999,0.4941,1.4682,1.7075
82,2000-04-26,0.589,0.9234,1.5769,0.487,1.4748,1.7027999999999999
83,2000-04-27,0.5863,0.9106,1.5728,0.4863,1.4768,1.7271999999999998
84,2000-04-28,0.5836,0.9117,1.5521,0.4857,1.4819,1.7167
85,2000-05-01,0.582,0.9157,1.5537999999999998,0.4867,1.4786000000000001,1.7086999999999999
86,2000-05-02,0.5844,0.9099,1.5606,0.4849,1.4855,1.7126000000000001
87,2000-05-03,0.5924,0.8953,1.5608,0.4898,1.4939,1.7237
88,2000-05-04,0.5908,0.8911,1.5423,0.4907,1.4947,1.738
89,2000-05-05,0.5962,0.8969,1.5303,0.4918,1.4902,1.7321
90,2000-05-08,0.5802,0.8968,1.5328,0.4795,1.4918,1.7268
91,2000-05-09,0.5847,0.9085,1.5316999999999998,0.4808,1.4903,1.7134
92,2000-05-10,0.5801,0.9036,1.5095,0.4756,1.4929000000000001,1.7239
93,2000-05-11,0.5804,0.9015,1.505,0.4781,1.4875,1.7271
94,2000-05-12,0.58,0.9185,1.5161,0.479,1.486,1.6896
95,2000-05-15,0.5721,0.9078,1.5036,0.4711,1.4862,1.7138
96,2000-05-16,0.5751,0.9004,1.4938,0.4698,1.4856,1.7213
97,2000-05-17,0.5689,0.8947,1.496,0.4635,1.4973,1.7347000000000001
98,2000-05-18,0.5722,0.8943,1.4827,0.453,1.4990999999999999,1.7388
99,2000-05-19,0.5736,0.897,1.4885,0.4572,1.4967,1.7277
100,2000-05-22,0.5719,0.9025,1.4917,0.4578,1.4975,1.7227000000000001
101,2000-05-23,0.5733,0.907,1.4767000000000001,0.4583,1.5070999999999999,1.7217
102,2000-05-24,0.5707,0.9029,1.4731,0.4535,1.5093,1.7264
103,2000-05-25,0.5684,0.9125,1.4705,0.4538,1.5032,1.7122000000000002
104,2000-05-26,0.5745,0.9315,1.49,0.459,1.5025,1.6768999999999998
105,2000-05-29,0.5719,0.9269,1.4929000000000001,0.4568,1.4996,1.6925
106,2000-05-30,0.5747,0.9293,1.4973,0.4587,1.5061,1.6897
107,2000-05-31,0.5726,0.937,1.5004,0.4577,1.4963,1.681
108,2000-06-01,0.5724,0.9316,1.495,0.4575,1.4909,1.6859
109,2000-06-02,0.5783,0.9458,1.5101,0.4652,1.4764,1.6627999999999998
110,2000-06-05,0.5826,0.947,1.5187,0.4683,1.4794,1.6625999999999999
111,2000-06-06,0.5876,0.9543,1.5283,0.4707,1.4762,1.6463
112,2000-06-07,0.5927,0.9608,1.5222,0.4732,1.4792,1.6322
113,2000-06-08,0.5877,0.9546,1.5098,0.4676,1.4773,1.641
114,2000-06-09,0.5879,0.9533,1.5101,0.4682,1.4753,1.6421999999999999
115,2000-06-12,0.5916,0.9537,1.5131000000000001,0.4703,1.4761,1.6376
116,2000-06-13,0.5972,0.9583,1.5049000000000001,0.4728,1.4681,1.6312
117,2000-06-14,0.5993,0.9572,1.4998,0.4743,1.468,1.6336
118,2000-06-15,0.602,0.954,1.5110999999999999,0.4693,1.4746000000000001,1.6364999999999998
119,2000-06-16,0.606,0.9643,1.5152,0.4781,1.4667,1.6165
120,2000-06-19,0.6007,0.9567,1.512,0.4733,1.4667,1.6303
121,2000-06-20,0.6025,0.954,1.5177,0.4752,1.4707,1.6292
122,2000-06-21,0.6021,0.945,1.4996,0.475,1.4735,1.6396
123,2000-06-22,0.5964,0.9359,1.5121,0.4706,1.4766,1.6545999999999998
124,2000-06-23,0.5947,0.9362,1.4994,0.4697,1.4821,1.658
125,2000-06-26,0.5966,0.9369,1.498,0.47,1.4830999999999999,1.6520000000000001
126,2000-06-27,0.6015,0.946,1.5068000000000001,0.4716,1.4807000000000001,1.6348
127,2000-06-28,0.6036,0.9419,1.5127000000000002,0.4687,1.4776,1.6463
128,2000-06-29,0.6011,0.9512,1.5178,0.467,1.4827,1.6372
129,2000-06-30,0.595,0.9523,1.5173,0.4691,1.4794,1.6366
130,2000-07-03,0.5983,0.9504,1.5135999999999998,0.4664,1.4798,1.6364999999999998
131,2000-07-04,0.5974,0.9508,1.5146,0.4647,1.4872,1.6328
132,2000-07-05,0.589,0.9529,1.5078,0.4609,1.4888,1.6236000000000002
133,2000-07-06,0.5909,0.9507,1.5082,0.4609,1.4853,1.6261999999999999
134,2000-07-07,0.5923,0.9479,1.5131000000000001,0.4609,1.4801,1.6272
135,2000-07-10,0.5925,0.9549,1.5128,0.4617,1.4781,1.6233
136,2000-07-11,0.5878,0.952,1.5167000000000002,0.46,1.4795,1.6284999999999998
137,2000-07-12,0.5887,0.9415,1.5064,0.4607,1.4818,1.6517
138,2000-07-13,0.5852,0.9368,1.5036,0.461,1.4812,1.6542
139,2000-07-14,0.5841,0.9383,1.5021,0.4602,1.4841,1.6501000000000001
140,2000-07-17,0.5875,0.9365,1.4948000000000001,0.4598,1.4817,1.6534
141,2000-07-18,0.5817,0.9252,1.4977,0.4571,1.4762,1.6747999999999998
142,2000-07-19,0.5764,0.9246,1.4971999999999999,0.4552,1.4766,1.675
143,2000-07-20,0.5832,0.9335,1.513,0.4626,1.4727000000000001,1.6618
144,2000-07-21,0.5864,0.9362,1.517,0.4621,1.4696,1.6611
145,2000-07-24,0.5845,0.9337,1.5154999999999998,0.4597,1.4647000000000001,1.6642000000000001
146,2000-07-25,0.5852,0.9381,1.516,0.4604,1.4663,1.6533
147,2000-07-26,0.5911,0.9435,1.5154999999999998,0.4625,1.4647000000000001,1.6471
148,2000-07-27,0.588,0.9318,1.5127000000000002,0.4575,1.4718,1.6639
149,2000-07-28,0.5879,0.9225,1.5023,0.4581,1.4782,1.6761
150,2000-07-31,0.5807,0.9266,1.5,0.4543,1.487,1.6699000000000002
151,2000-08-01,0.5793,0.9144,1.4926,0.4532,1.4866,1.6883
152,2000-08-02,0.5848,0.9134,1.4952,0.454,1.4796,1.6874
153,2000-08-03,0.5854,0.9068,1.4974,0.4562,1.4848,1.7036
154,2000-08-04,0.5856,0.9081,1.5053999999999998,0.4564,1.4887000000000001,1.7050999999999998
155,2000-08-07,0.5866,0.9077,1.5118,0.4546,1.4866,1.7053
156,2000-08-08,0.5841,0.9026,1.5045,0.4542,1.4872,1.7099
157,2000-08-09,0.5788,0.9009,1.5026000000000002,0.4518,1.4828000000000001,1.7139
158,2000-08-10,0.5831,0.9078,1.4977,0.4531,1.4827,1.7053
159,2000-08-11,0.579,0.9036,1.5023,0.4503,1.4838,1.7218
160,2000-08-14,0.583,0.9058,1.5056,0.4498,1.4852,1.7191
161,2000-08-15,0.5824,0.9127,1.5042,0.4471,1.4842,1.7106
162,2000-08-16,0.5915,0.9159,1.5001,0.4527,1.4777,1.706
163,2000-08-17,0.5928,0.9165,1.4979,0.4522,1.4745,1.7067
164,2000-08-18,0.5905,0.9068,1.49,0.4503,1.4765,1.7214
165,2000-08-21,0.5882,0.9022,1.4883,0.4503,1.4774,1.73
166,2000-08-22,0.5794,0.8972,1.4826,0.4387,1.4767000000000001,1.7385000000000002
167,2000-08-23,0.5725,0.9024,1.486,0.432,1.4856,1.7176
168,2000-08-24,0.5732,0.9021,1.4808,0.4355,1.4873,1.7135
169,2000-08-25,0.5738,0.9022,1.4693,0.4361,1.4836,1.7093
170,2000-08-28,0.5715,0.9,1.47,0.4333,1.4828000000000001,1.7147000000000001
171,2000-08-29,0.5692,0.8925,1.4559,0.4272,1.4835,1.7325
172,2000-08-30,0.5761,0.8951,1.4591,0.431,1.4766,1.7275
173,2000-08-31,0.5765,0.8886,1.4475,0.4269,1.4718,1.7405
174,2000-09-01,0.5762,0.9003,1.4638,0.4311,1.4729999999999999,1.7239
175,2000-09-04,0.5751,0.8976,1.4577,0.4283,1.474,1.7298
176,2000-09-05,0.5692,0.8898,1.4548,0.4258,1.476,1.7443
177,2000-09-06,0.5648,0.8714,1.4374,0.425,1.4816,1.7761
178,2000-09-07,0.5561,0.8723,1.4392,0.4177,1.4773,1.7755999999999998
179,2000-09-08,0.5552,0.8665,1.4139,0.4181,1.4767000000000001,1.7863
180,2000-09-11,0.5592,0.8586,1.4025,0.4281,1.4806,1.7728000000000002
181,2000-09-12,0.5586,0.8635,1.4067,0.4263,1.4803,1.7665
182,2000-09-13,0.554,0.8602,1.4096,0.4226,1.4832,1.7694999999999999
183,2000-09-14,0.5498,0.8644,1.4068,0.4206,1.4859,1.7726
184,2000-09-15,0.5444,0.8522,1.3973,0.4167,1.4822,1.7865
185,2000-09-18,0.5427,0.8546,1.4058,0.409,1.4872,1.7822
186,2000-09-19,0.5447,0.8514,1.4093,0.4145,1.483,1.7757
187,2000-09-20,0.5385,0.8491,1.4112,0.4072,1.4847000000000001,1.7768000000000002
188,2000-09-21,0.544,0.8607,1.4386999999999999,0.4086,1.488,1.7624
189,2000-09-22,0.544,0.8765,1.4532,0.4109,1.488,1.7332999999999998
190,2000-09-25,0.5477,0.8744,1.4526,0.4126,1.4864,1.7345000000000002
191,2000-09-26,0.5511,0.8832,1.4631,0.4147,1.4863,1.7248
192,2000-09-27,0.5504,0.8834,1.464,0.4168,1.4954,1.7245
193,2000-09-28,0.5444,0.8791,1.4626000000000001,0.4094,1.4995,1.7334
194,2000-09-29,0.5435,0.8842,1.4761,0.4075,1.5025,1.7242
195,2000-10-02,0.5465,0.8776,1.4663,0.4057,1.5091999999999999,1.7372
196,2000-10-03,0.5407,0.876,1.4591,0.4031,1.5039,1.7314
197,2000-10-04,0.5376,0.8744,1.4582,0.4052,1.4946,1.7351
198,2000-10-05,0.5312,0.8693,1.4441,0.4003,1.4981,1.7511999999999999
199,2000-10-06,0.533,0.8682,1.4456,0.4017,1.5034999999999998,1.7508
200,2000-10-09,0.5367,0.8684,1.4492,0.4083,1.502,1.7515
201,2000-10-10,0.5345,0.8715,1.4557,0.4065,1.5015,1.7441
202,2000-10-11,0.5318,0.8649,1.4607,0.4032,1.5049000000000001,1.7486000000000002
203,2000-10-12,0.5317,0.8626,1.4714,0.3985,1.5154,1.7429999999999999
204,2000-10-13,0.5274,0.8564,1.452,0.3987,1.5065,1.7665
205,2000-10-16,0.5231,0.8503,1.4474,0.3951,1.5178,1.7747000000000002
206,2000-10-17,0.5211,0.8542,1.4504000000000001,0.3937,1.5187,1.7681
207,2000-10-18,0.5212,0.8387,1.4435,0.394,1.517,1.7871000000000001
208,2000-10-19,0.5215,0.8427,1.4462,0.3957,1.5112999999999999,1.7859
209,2000-10-20,0.5295,0.842,1.4515,0.4027,1.5114,1.7829000000000002
210,2000-10-23,0.527,0.8357,1.4534,0.4005,1.5109,1.7981
211,2000-10-24,0.5245,0.8359,1.4498,0.4021,1.5187,1.7978
212,2000-10-25,0.5195,0.8267,1.4325,0.3987,1.517,1.8216999999999999
213,2000-10-26,0.5204,0.8308,1.4363000000000001,0.4014,1.5249000000000001,1.8174000000000001
214,2000-10-27,0.5231,0.8387,1.4553,0.4027,1.5292,1.8088
215,2000-10-30,0.5232,0.8404,1.4505,0.4023,1.5312000000000001,1.8089
216,2000-10-31,0.5181,0.8484,1.448,0.3939,1.5238,1.7971
217,2000-11-01,0.5243,0.8606,1.4515,0.3977,1.5335,1.7742
218,2000-11-02,0.5224,0.8581,1.4431,0.3988,1.5311,1.7786
219,2000-11-03,0.526,0.8674,1.4504000000000001,0.3987,1.5328,1.7547000000000001
220,2000-11-06,0.5273,0.8634,1.4285,0.3974,1.5302,1.7638
221,2000-11-07,0.5294,0.8606,1.4335,0.3993,1.534,1.7673
222,2000-11-08,0.5265,0.8549,1.4222000000000001,0.3977,1.5422,1.7764
223,2000-11-09,0.5275,0.8666,1.4325999999999999,0.3997,1.5472000000000001,1.7539
224,2000-11-10,0.5187,0.8606,1.4259,0.3945,1.5429,1.7721
225,2000-11-13,0.5202,0.8575,1.4368,0.3955,1.5445,1.7734
226,2000-11-14,0.5194,0.8573,1.4303,0.3971,1.5455,1.7729
227,2000-11-15,0.5207,0.8572,1.4269,0.3982,1.5521,1.7793
228,2000-11-16,0.5211,0.8535,1.4257,0.4021,1.5556999999999999,1.7856999999999998
229,2000-11-17,0.5186,0.8478,1.4223,0.4005,1.5565,1.798
230,2000-11-20,0.5137,0.8506,1.4232,0.395,1.5569,1.7942
231,2000-11-21,0.5079,0.8439,1.4181,0.3907,1.5510000000000002,1.8039
232,2000-11-22,0.5267,0.8451,1.4043,0.4013,1.5462,1.7993000000000001
233,2000-11-23,0.5223,0.8395,1.4002,0.4012,1.5442,1.8128
234,2000-11-24,0.5232,0.8381,1.3999,0.4001,1.5384,1.8067
235,2000-11-27,0.5262,0.853,1.4179,0.4059,1.5362,1.7741
236,2000-11-28,0.5219,0.8559,1.418,0.4028,1.5369000000000002,1.7645
237,2000-11-29,0.5219,0.8583,1.4224999999999999,0.4033,1.5436999999999999,1.7601
238,2000-11-30,0.5279,0.8724,1.4253,0.4116,1.5356999999999998,1.7298
239,2000-12-01,0.5377,0.8792,1.4419,0.417,1.5467,1.7231999999999998
240,2000-12-04,0.5437,0.8845,1.4497,0.4225,1.5430000000000001,1.7048999999999999
241,2000-12-05,0.5408,0.8799,1.4338,0.4213,1.5426,1.7151
242,2000-12-06,0.5483,0.8915,1.4437,0.4277,1.5276999999999998,1.6997
243,2000-12-07,0.5469,0.8889,1.4444,0.4275,1.5295,1.7001
244,2000-12-08,0.5493,0.8878,1.4517,0.4275,1.5151,1.7005
245,2000-12-11,0.5409,0.8784,1.4553,0.4229,1.5261,1.7107
246,2000-12-12,0.5424,0.88,1.4485000000000001,0.4232,1.5265,1.7119
247,2000-12-13,0.5413,0.8773,1.4566,0.4222,1.5188000000000001,1.7143000000000002
248,2000-12-14,0.5456,0.8927,1.4727000000000001,0.4271,1.5168,1.6871
249,2000-12-15,0.5453,0.8957,1.4757,0.4238,1.52,1.6815
250,2000-12-18,0.5425,0.8959,1.4756,0.4302,1.5246,1.6783000000000001
251,2000-12-19,0.5442,0.8956,1.4683,0.4299,1.5234999999999999,1.6821000000000002
252,2000-12-20,0.5527,0.9094,1.4753,0.44,1.5222,1.6701000000000001
253,2000-12-21,0.5547,0.9165,1.4729,0.4374,1.5213999999999999,1.6611
254,2000-12-22,0.5571,0.9232,1.4769,0.4409,1.5167000000000002,1.6472
255,2000-12-25,0.5573,0.926,1.4777,0.4405,1.5173999999999999,1.6418
256,2000-12-26,0.5577,0.9306,1.4832,0.4423,1.5105,1.6295
257,2000-12-27,0.5578,0.9313,1.4964,0.4437,1.5105,1.6348
258,2000-12-28,0.5545,0.9298,1.4929999999999999,0.4402,1.5008,1.6343
259,2000-12-29,0.5586,0.9424,1.4929000000000001,0.4437,1.4995,1.6111
260,2001-01-02,0.5617,0.9412,1.4961,0.4442,1.4985,1.6133
261,2001-01-03,0.5574,0.9507,1.502,0.4459,1.4929000000000001,1.5995
262,2001-01-04,0.567,0.9276,1.4903,0.4388,1.4968,1.6314
263,2001-01-05,0.5712,0.951,1.502,0.4462,1.4983,1.5998999999999999
264,2001-01-08,0.5679,0.9575,1.5041,0.4537,1.4984,1.5979
265,2001-01-09,0.5631,0.9474,1.4975,0.4517,1.4938,1.6085
266,2001-01-10,0.5542,0.9443,1.4893,0.4485,1.4938,1.6131
267,2001-01-11,0.5613,0.9371,1.487,0.4442,1.5023,1.6277
268,2001-01-12,0.5565,0.9525,1.4975,0.4517,1.4947,1.6118000000000001
269,2001-01-15,0.5553,0.9519,1.4773,0.4463,1.5005,1.6189
270,2001-01-16,0.5547,0.9432,1.4769999999999999,0.4421,1.5011999999999999,1.6343
271,2001-01-17,0.5531,0.9423,1.4725,0.4448,1.5057,1.6319
272,2001-01-18,0.5588,0.9363,1.4737,0.4447,1.5117,1.6421000000000001
273,2001-01-19,0.5562,0.9426,1.4722,0.4489,1.5112,1.6211
274,2001-01-22,0.5552,0.9342,1.4628999999999999,0.4467,1.5110000000000001,1.6362
275,2001-01-23,0.5515,0.9385,1.466,0.4479,1.5011,1.6311
276,2001-01-24,0.5443,0.9347,1.4671,0.4456,1.5106000000000002,1.639
277,2001-01-25,0.5465,0.9241,1.4555,0.4385,1.5124,1.655
278,2001-01-26,0.5445,0.9247,1.4597,0.4373,1.5063,1.6515
279,2001-01-29,0.5437,0.9246,1.4615,0.4367,1.5053,1.6507
280,2001-01-30,0.5468,0.9172,1.4584,0.4341,1.5016,1.6571
281,2001-01-31,0.5501,0.9263,1.4622,0.4404,1.5037,1.6461999999999999
282,2001-02-01,0.5527,0.9377,1.4643,0.4446,1.4973,1.633
283,2001-02-02,0.5527,0.9371,1.4776,0.4472,1.4937,1.6341
284,2001-02-05,0.5503,0.9362,1.4689,0.4457,1.4966,1.6447
285,2001-02-06,0.5501,0.9381,1.4745,0.4424,1.5082,1.6423
286,2001-02-07,0.5453,0.9313,1.4597,0.4427,1.51,1.6535
287,2001-02-08,0.5367,0.9289,1.4533,0.4407,1.5097,1.6551
288,2001-02-09,0.5356,0.9181,1.445,0.4337,1.5093999999999999,1.6709
289,2001-02-12,0.5393,0.9243,1.4445999999999999,0.4357,1.5110000000000001,1.6609
290,2001-02-13,0.5332,0.9323,1.4533,0.4389,1.5215999999999998,1.6518000000000002
291,2001-02-14,0.5268,0.9206,1.4518,0.4339,1.5213999999999999,1.6677
292,2001-02-15,0.5242,0.9181,1.4546999999999999,0.4282,1.5274,1.6705
293,2001-02-16,0.5288,0.9056,1.4487,0.4261,1.5331000000000001,1.6919
294,2001-02-19,0.5299,0.9148,1.4487,0.43,1.5392000000000001,1.6791
295,2001-02-20,0.524,0.9213,1.4475,0.4317,1.5337,1.6686999999999999
296,2001-02-21,0.5245,0.9107,1.4463,0.4297,1.5394999999999999,1.6863000000000001
297,2001-02-22,0.5239,0.9098,1.4431,0.43,1.5366,1.685
298,2001-02-23,0.5263,0.9036,1.445,0.4312,1.5389,1.6949
299,2001-02-26,0.5223,0.9193,1.4551,0.4356,1.5368,1.6745
300,2001-02-27,0.5256,0.9106,1.4439,0.4303,1.5274999999999999,1.6877
301,2001-02-28,0.5261,0.9185,1.444,0.4315,1.5292,1.6747
302,2001-03-01,0.5279,0.9235,1.4455,0.4307,1.5367,1.6694
303,2001-03-02,0.5305,0.9308,1.4552,0.4337,1.5463,1.6515
304,2001-03-05,0.5212,0.9363,1.4678,0.4358,1.5445,1.6497000000000002
305,2001-03-06,0.5165,0.9267,1.4671,0.4319,1.5453000000000001,1.6554
306,2001-03-07,0.5108,0.9339,1.4679,0.4312,1.538,1.6489
307,2001-03-08,0.5112,0.9294,1.4612,0.4234,1.5492,1.6566999999999998
308,2001-03-09,0.5101,0.9323,1.4686,0.4235,1.5462,1.6517
309,2001-03-12,0.5092,0.9331,1.4694,0.4203,1.5472000000000001,1.6521
310,2001-03-13,0.5032,0.9296,1.4642,0.4201,1.5512000000000001,1.6562999999999999
311,2001-03-14,0.4955,0.914,1.4495,0.4188,1.5433,1.6846999999999999
312,2001-03-15,0.4937,0.9107,1.4451,0.4124,1.5567,1.6886999999999999
313,2001-03-16,0.494,0.8986,1.435,0.4112,1.5585,1.7115
314,2001-03-19,0.4987,0.897,1.4325999999999999,0.4151,1.5685,1.7090999999999998
315,2001-03-20,0.5035,0.8992,1.4251,0.4182,1.5664,1.7058
316,2001-03-21,0.4935,0.9115,1.4386,0.4223,1.5655999999999999,1.6854
317,2001-03-22,0.4943,0.8957,1.4296,0.4137,1.5748,1.7117
318,2001-03-23,0.4963,0.8876,1.4208,0.4151,1.5688,1.7256
319,2001-03-26,0.5002,0.889,1.4251,0.4152,1.5644,1.7207
320,2001-03-27,0.4978,0.8971,1.435,0.4141,1.5575,1.7124000000000001
321,2001-03-28,0.4942,0.8932,1.4336,0.4129,1.5689,1.7177
322,2001-03-29,0.4928,0.8869,1.4379,0.4104,1.5651000000000002,1.7261
323,2001-03-30,0.4857,0.8824,1.4262000000000001,0.4065,1.5723,1.7288000000000001
324,2001-04-02,0.4786,0.8755,1.4163000000000001,0.4028,1.5756000000000001,1.7426
325,2001-04-03,0.4871,0.8795,1.4184,0.3969,1.581,1.7353
326,2001-04-04,0.4897,0.8975,1.433,0.4051,1.5756999999999999,1.7017
327,2001-04-05,0.4901,0.9016,1.4327,0.4067,1.5751,1.6947
328,2001-04-06,0.4984,0.8971,1.4275,0.4032,1.5735000000000001,1.7029
329,2001-04-09,0.4908,0.904,1.4398,0.4072,1.5647,1.6913
330,2001-04-10,0.4966,0.8966,1.4433,0.3999,1.5645,1.7039
331,2001-04-11,0.5036,0.889,1.4336,0.4028,1.5561,1.7170999999999998
332,2001-04-12,0.5101,0.8881,1.4367,0.4047,1.5611000000000002,1.7106
333,2001-04-13,0.5077,0.8928,1.4394,0.408,1.5625,1.7055
334,2001-04-16,0.5109,0.8882,1.4372,0.4071,1.5613000000000001,1.7130999999999998
335,2001-04-17,0.5041,0.8888,1.437,0.4106,1.561,1.714
336,2001-04-18,0.5038,0.8836,1.4321,0.4033,1.5636999999999999,1.7275
337,2001-04-19,0.5157,0.8841,1.4283000000000001,0.4038,1.5651000000000002,1.7296
338,2001-04-20,0.5149,0.8977,1.4464000000000001,0.4107,1.5493000000000001,1.7044000000000001
